text,language
"Μόλις είδα την ταινία Booyah. Δεν ξέρω...ουτε στο Avengers δεν πέρασε έτσι η ώρα. Ότι και να πω είναι λίγο, απλά δείτε το βίντεο και βγάλτε συμπεράσματα. Είναι το YouTube στην peak μορφή του! ΕΠΙΤΕΛΟΥΣ ΕΙΔΑΜΕ ΤΟ 4 ! Κλείνεις στόματα και δημιουργείς σκέψεις σε όλους μας με πολλά μικρά ""Easter Eggs"" και FACTS . Συνέχισε έτσι και ελπίζω να συνεχίσεις αυτή τη δουλειά!",greek
kai esi Evro Kolovisma ,greeklish
5/5 stars amazing recipe! My family loves it so much!,english
"Αν δει κάποιος το κανάλι σου καταλαβαίνει ότι είσαι ένας πολύ καλός YouTuber,
Αλλά σε ένα συγκεκριμένο πράγμα,
Είσαι master στο να κράζεις το λένε και τα νούμερα το έχεις τερματίσει το κράξιμο!
Congrats!!!",greek
"As someone who loves fried rice, I can confirm that this is how you make it.",english
Pou ine i paralia?,greeklish
ρε mike ειναι πολυ λυπηρο οτι πλεον για να εισαι αστειος πρεπει να προσπαθησεις αλλα ακομη πιο λυπηρο ειναι οτι δεν προσπαθεις καν,greek
"Ευχαριστώ για το video , νομίζω έχω πράγματα να επαναθεωρήσω για τον εαυτό μου και με τους ανθρώπους μου. Ευχαριστώ Αλέξανδρε με έβαλες σε σκέψεις",greek
"Η αλήθεια είναι ότι όταν ξεκίνησε το project ""ΑΛΛΟΙ"" σταμάτησα να ασχολούμαι με το YouTube, εσύ ήσουν ο κύριος λόγος για τον οποίο ήμουν έστω και λίγο μέσα σ' αυτήν την φάση και μόλις κατάλαβα το όλο consept λέω στον εαυτό μου καλό ήταν όσο κράτησε (εννοώντας ότι δεν θα ξαναέβλεπα τον ίδιο Booyah που πρωτοείδα το 2015). Χωρίς να θέλω να γίνω γραφικός και να μην τα πολυλέω, με αυτό το Ελληνικό YouTube ήταν σαν να βρήκα τα ""χαμένα"" κομμάτια του παζλ που λέγεται συνοχή (αλλά και γενικά με τα Ελληνικά YouTube). Είσαι ο λόγος που δειλά δειλά ""ξανά μπαίνω"" στην όλη φάση. Σε ευχαριστώ για αυτό!",greek
gamithika sta gelia,greeklish
it´s a pleasure to see how to basic videos again,english
"Mikeius από σένα θέλω το ""watch and learn"" να αποδίδεται ελληνιστί ""κοίτα να μαθαίνεις"" (που είναι δικό μας) και όχι ""βλέπε και μάθαινε"". Είσαι μεγάλος γνώστης και πολύ καλός χρήστης της ελληνικής γλώσσας, οπότε έχεις ψηλά τον πήχη! :-)",greek
"Μπράβο ρε φίλε ! Τ Ε Λ Ε Ι Ο βίντεο πολλές αλήθειες … ειλικρινά δεν είχα ιδέα το ελληνικό yt είναι τόσο τοξικό , σχεδόν αηδίασα με ορισμένες συμπεριφορές . Πες τα τσούζει η αλήθεια καλόπαιδα ",greek
"Thelo ena potiri krasi, parakalo. ",greeklish
HE MAKES THE BEST COOKING VIDEOS!,english
Χρόνια σε παρακολουθώ. Είσαι ειλικρινής και τίμιος. Γράψε τους όλους εκεί που δεν πιάνει το μελάνι. Είσαι ο μοναδικός YouTuber που με έχει κάνει να δω βίντεο 2 και πλέον ωρών.,greek
This was such a good recipe ,english
how to basic is just trying to offend uncle roger now,english
κανε παλι μπραφ!!!,greek
Γαματο βιντεο και αψεγαδιαστη επιλογη μουσικης. Εισαι απο τα λιγα ατομα τα οποια κρατανε αυτην την πλατφορμα ζωντανη και ποιοτικη πολλα μπραβο!!!,greek
"Έλεγες πως στόχος σου δεν είναι να γίνεις ο καλύτερος youtuber, αλλά ο youtuber με τα καλύτερα βίντεο. Σήμερα πιστεύω πως το κατάφερες. Ωραίος.",greek
"Βλέποντας το βίντεο ξανά και ξανά, συνειδητοποιώ όλο και περισσότερο πως  ο ""κερδισμένος"" θεατής δεν είναι αυτός που έμαθε τι εστί χαγιατε, τζακλοουπ κτλ. Αυτό που μετράει είναι να κατανοήσεις τους  προβληματισμούς που θέτει στο κοινό μέσω των καταστάσεων αυτών. Η αδυσώπητη εμπάθεια από ανθρώπους που αυτοπαρουσιάζονται ως υποστηρικτές,  η αισχροκέρδεια που επιτυγχάνεται ενδελεχώς, με τον πιο  χυδαίο αλλά εμφανή τρόπο και άλλα. Πάνω σε αυτά τα θέματα λοιπόν, βλέπω μια βιωματική στάση και αντιμετώπιση από την μεριά του Μπούγια, που αποσκοπεί όλο και περισσότερο στην ευαισθητοποίηση μου. Το ""κλειδί"" όμως του βίντεο δεν έχει να κάνει με τίποτα από αυτά, και με όλα αυτά ταυτόχρονα. Είναι η υποκρισία, που εσκεμμένα προβάλλεται ως το μεγάλο σφάλμα της κοινότητας του γιουτιούμπ, ακριβώς επειδή ""βρυχάται"", αλλά ποτέ δεν αναγνωρίζεται.  Έτσι, λιποψυχούμε, δεν έχουμε το σθένος να  παραδεχτούμε ότι με μια προβολή, με ένα λαϊκ,  ντισλαϊκ ή ακόμα και συζητώντας για αυτό, δείχνοντας απλά ενδιαφέρον και τίποτα παραπάνω ενδεχόμενα, καθιστάμεθα υπαίτιοι. Φυσικά, αυτό μπορεί να ερμηνευτεί και σε άλλες γενικότερες πτυχές στην ζωή με βασικό γνώμονα το γεγονός ότι έχουμε ή κάνουμε πως έχουμε άγνοια πάνω σε κάτι που είμαστε λανθασμένοι. Το είπαν και άλλοι στα σχόλια, θα το πω και εγώ. Εκνευρίστηκα πολύ σε ορισμένα σημεία του βίντεο που ουσιαστικά μου μιλούσες, όταν το πρωτο ένιωσα προσπαθούσα να καταλάβω το γιατί. Τώρα ξέρω ότι αυτό που ήθελες το πέτυχες..  ",greek
"Επιτέλους κάποιος μίλησε για το πόσο αντιγράφει ο mikeus εδώ και χρόνια πιο επιτυχημένους και έξυπνους ανθρώπους. Μα πάνω απ' όλα κάποιος μίλησε επιτέλους για την παιδοφιλία του hayate. Είχα πολύ άσχημες εμπειρίες μαζί του όταν ήμουν ακόμα ανήλικη, αλλά ευτυχώς γλύτωσα τα χειρότερα. Και είναι αηδιαστικό να βλέπεις έναν τόσο αηδιαστικό άνθρωπο που εξακολουθεί να μοιράζει τραύματα σε ανήλικες κοπέλες, να έχει τόση επιτυχία και στήριξη από παντού. Σε ευχαριστώ booyah που μίλησες για εμάς.",greek
xaliaaaaaaaa mauraaa ,greeklish
Όταν ο booyah έκανε την δουλειά της αστυνομίας έναν χρόνο πρινν,greek
"κάποιες αλήθειες πρέπει να λέγονται. ωραίο βίντεο με πικρές αλήθειες για το ελληνικό youtube αλλά με μικρή δόση αυτοκριτικής, που θα μπορούσε να είναι περισσότερη. καλή συνέχεια σου εύχομαι.",greek
Since this is coming from someone who's an expert in eggs I will be definitely trying it out and carefully follow the instructions!,english
"I love this recipe. It's great with how expensive things are nowadays too, as we don't have to shell out much for this.",english
"As a Malaysian, i can confirm this is truly one of the most fried rice tutorials ever. chefs kiss",english
Συγχαρητήρια για το πώς την ευφυΐα την έκανες παραγωγή μπράβο ρε φίλε μπράβο,greek
"Νομίζω με μια αγωγή αντιψυχωτικων και αντικαταθλιπτικών,αποχή από το αλκοόλ και καλό ποιοτικό βραδινό ύπνο θα ισορροπήσει.",greek
"Just a Justiceful and helpful recipe to make! I wonder how many people will make it, it taste 
Like heaven!",english
3:30 για πες το αυτό σε καμιά φεμινίστρια...,greek
Ksero enan kalo mageiremato ,greeklish
"Νιώθω ότι αυτό το βίντεο αντανακλά την κοινωνία, την ψυχολογία μας και τα στραβά μας. Και θέλει να το δεις και 2 φορές ιδανικά...  Μερσί Μπούγια ",greek
Το καλύτερο βίντεο που έχω δει στο Ελληνικό YT και δεν το λέω επειδή είμαι ένα κλασικό fan boy η ένας υποκριτής  απλά στο τέλος με όλα αυτά με έκανε να ανατριχιάσω μπράβο booyah συνέχισε με τον δικό σου τρόπο κυρίως τα βίντεο σου .️,greek
Wow that looks so delicious! I cant wait to make egg fried rice by using your recipe and show it to my family and friends. You always make the best tutorials :D,english
Μακάρι ρε μπουγια να είχα γνωστούς και φίλους σαν κι εσένα. Ο τρόπος που εκφράζεται και βλέπεις την κοινωνία μοιάζει πολύ με τον τρόπο που βλέπω τα πράγματα. Α και είμαι πωλητής πόρτα πόρτα χαχα,greek
"I love these videos, from easy instructions to even easier recipes!",english
Den katalaveno ti leei.,greeklish
The amount of eggs he has really puts the how in howtobasic,english
Οταν ειπε πως γιατρευει τακαμουρι επεσα κατω απο τα γελια ,greek
"my family loved it so much that they put me in a place called ""adoption center"" thank you howtobasics!",english
Ti paizei tsakwthikes me to Netwix? Pws kai to re-upload? ,greeklish
Σε παρακολουθώ χρόνια... Η αλήθεια είναι πως είμαι από αυτούς που δεν τους λες ενεργούς... Ακόμα και εγώ όμως που δεν είμαι τόσο ενεργός έχω βοηθηθεί πολύ. Συνέχισε!!!,greek
One day he will upload an actual cooking video. One day.,english
etsi re mikh ,greeklish
I feels bad for all the people who followed every step and served it,english
Thanks for making that! You are so Helpfull!,english
kane mpraf,greeklish
"Αρχή, μέση, τέλος. 
Παραδείγματα και όχι λόγια του αέρα. 
Αποδείξεις σε συνδυασμό με έρευνα.
Το βίντεο το έσπασα σε 4 κομμάτια για να το δω, ήταν πολλά αυτά που ήθελες να μας πεις. Άξιζε κάθε δευτερόλεπτο.",greek
Εγώ έχω να πω ότι ο κάθε ένας από μας κρίνεται από τις πράξεις του και στο τέλος της μέρας πάντα η αλήθεια βγαίνει στη φόρα μπράβο και πάλι μπράβο Αλέξανδρε σου εύχομαι τα καλύτερα!,greek
"Μπορώ να πω πως το τερμάτησες  και μπράβο σου! 
Δεν βλεπω τα podcast  σου επειδη τα θεωρώ βαρέτα. 
Αλλά τα βίντεο σχολιασμού βρισκονται στη playlist μου. 
σου εύχομαι τα καλύτερα σε εσένα και στο κανάλι σου!",greek
Tha pao sto gymnastirio.,greeklish
Βγαλε κανα μπραφ ρεεεεεεε,greek
As an egg fried rice i can confirm this is how people  cook me,english
Pao gia psomi tora.,greeklish
"Μπρο είναι πρώτη φορά που γράφω κάτι σε βίντεο σου αν θυμάμαι καλά και ο λόγος είναι επειδή έχω απλός υπομονή!! Δύσκολο για πολλούς ανθρώπους γιατί όπως και είπες και εγώ λέω δεν κάνουμε υπομονή για να αλλάξει κάτι ή να περάσει κάτι από μόνο του, αλλά ρε μλκ ένα μεγάλο respect for you γιατί μιλώντας για εμένα που οτιδήποτε θέλω να κάνω πάντα σκέφτομαι τα χειρότερα και τα επεξεργάζομαι σε βαθμό αηδίας αλλά καπάκι το δυσκολότερο πράγμα όπως είπες είναι κυριολεκτικά ότι σκέψεις έχεις να τα περάσεις ωραία σε ένα χαρτί ή στο λόγο σου όπου πραγματικά είναι πάρα πολύ δύσκολο και εσύ το κάνεις.",greek
Στο τέλος ανατρίχιασα... Αν και δυόμισι ώρες σαν μισάωρο πέρασαν. Φοβερό βίντεο,greek
Κάνε καλά viralnews,greek
"This is similar to the recipe I use, I just add an extra egg ",english
"Με μια λέξη, ΔΥΝΑΤΟ.

Αν και σε όλο το video δεν μπορούσα να βγάλω από το μυαλό μου το σημείο 9:35 
Ως πράγματι παλιά fan (όπως είδαμε αυτό μπορεί και να αποδειχθεί), βρήκα ανατριχιαστικό το ότι έχουν περάσει τόσα χρόνια από τα video αυτά και τα  hints τα θυμάμαι σαν να ήταν χθες. Και όντως βγάζουν νόημα. Με τα 4 δάκτυλα έπαθα και ένα Suicide Club (ταινιάρα του Sion Sono) PTSD. Και η μάσκα του κοινωνικού πειράματος από εκείνο το intro ""ξεσκαρταρίσματος"". Vivid memories. ",greek
"Ο jack είναι αυτό που λέμε στην Κύπρο ''σιεροκουτάλα'', μαεστρία στο ανακάτεμα. Αχαχαχα αχχ ρε booyah προσωπικά εγώ δεν ήξερα αυτά που πέρασες εξαιτίας του. Δεν ήξερα τον jack ούτε τον hayate μέχρι σήμερα και χαίρομαι πάρα πολύ που βλέπω μόνο ποιοτικά βίντεο. 
Μπράβο για το περιεχόμενό σου. Τέλειος ️",greek
Ευγνομωνώ που ειμαι sub καιρο και εχω δει και εχω ξαναδει ποσες φορες διάφορα βιντεο σου. Η δυνατότητα επαναπαρακολούθησης που προσφέρεις εδω και χρόνια δεν έχει πέσει ούτε βαθμίδα και με κανει να νιώθω οτι έχει ακόμα ελπίδα το ελληνικό youtube.,greek
"Πραγματικά το κεφάλαιο ""Hayate"" είναι πολύ μεγάλο και με βαθιές προεκτάσεις που αν ποτέ αποκαλυφθούν θα κλείσουν πολλά σπίτια, για αυτό κιόλας υπάρχει τέτοια κάλυψη σε αυτό το πρόσωπο από διάφορους ιντερνετικούς δημοσιογράφους-φερέφωνα, influencers-ριαλιτομοντέλα,",greek
"I have cooked this rice with vegetables many times, I really love it. In Russia this is one of the most common dishes and is called “Hawaiian mixture”.
But this video... It opened my eyes, I realized that I had always prepared this side dish incorrectly! Thanks to the team of this wonderful channel, now I will use the recipe from this video!)))",english
Give this man an Oscar,english
"Τρομερό περιεχόμενο, ώραια τα είπες μάγκα μου!",greek
Please never stop making videos please they make my soul happy ,english
"Ενας λογος να περασεις στα βιβλια της επιστημονικης ιστοριας. Παρατηρηση, ερευνα, πειραμα, αποδειξη, αλλαγη στον τροπο με τον οποιο αντιλαμβανομαστε τα πραγματα γυρω μας. Σε χαιρετω επιστημονα Booyah και σε ευχαριστω!",greek
μονο οι og ξερουνε οτι ειχε πει ΠΟΤΕ ΘΑ ΒΓΕΙ ΤΟ ΕΛΛΗΝΙΚΟ YOUTUBE 4 στα βλογκμας τους 2020. Αρε ρε τρελε τη μπαλιτσα επαιξες και τα βλογκμας μεσα ειχαν αρκετα σποιλερς για το ελληνικο youtube 4 ,greek
milamas gia politiki...gine enas apo emas ,greeklish
"Booyah δώσε βάση εδώ:
1ο.Ευχαριστω για αυτό το βίντεο αλλά και για όλα τα προηγούμενα.
2ο. Τεράστιο respect σε επίπεδο χαρακτήρα και μετά σε content.
3ο και βασικότερο. Κάποιοι από μας πλέον είμαστε γονείς και μεγαλώνουμε τα παιδιά μας με την παιδεία που μπορούμε να τους δώσουμε. Κομμάτι αυτής στην εποχής μας είναι και η ιντερνετική παιδεία. Οπότε πρόσεχε τον εαυτό σου και συνέχισε αυτό που κάνεις γιατί έχω ένα γιο 9 χρονών και θέλω να μεγαλώσει με σωστά πρότυπα.",greek
Fun fact: the term 'emoji' was not intended to be a simplified version of emotion it was simply a japanease word that means picture and word it was a coinsidence it was also a shortened version of the word emotion,english
This channel never disappoint even after so many years,english
αυτο ρε ειναι μπραφ απλα διχνεις την φατσα σου...και δεν λες πολυ προσβλητικα αστεια!αλλα αυτο χαρακτηριζε το μπραφ...,greek
"One of the best recipes I've ever made, would make again! ",english
Tha prepei na pame se afti ti fantastiki taverna stin Plaka. ,greeklish
mprabo re mikeius eisai esu o jeremy kai o maliatsis oi agapimenoi mou,greeklish
"This recipe was overall a 11/10! My family loved this, this tasted like heaven! Keep it up!",english
"Booyah σε βλέπω από 1 έτος (τώρα 5), πραγματικά από τότε μέχρι τώρα δεν σταμάτησα να σε έχω στο μυαλό μ ως δικαστή (είτε θες ή όχι), προσωπικά δν με χαλάει να σε βλέπω έτσι.Ξέρεις μετά από 4 χρόνια,η γνώμη μου για σένα δεν άλλαξε,απλά όντως είσαι από τα λίγα άτομα που θα ήθελα κάποτε να πάμε για μια μπύρα,ή για καφέ έστω,να σε καλά μαν, συνέχισε δυνατά μαν μου!!",greek
Efharisto ,greeklish
"Ίσως το καλύτερο βίντεο που έχω δει τα τελευταία χρόνια στο YouTube.
Συγχαρητήρια ",greek
"To ""Τα λες καλα"" είναι πολύ σχετικό! Αυτά που λες είναι μαθήματα ζωής και πολύ ωραία πράγματα που πρέπει όλοι να κατανοήσουμε! Πολύ ωραίο βίντεο, τελικά βγήκε και δεν ήταν μύθος!!",greek
Είσαι ο Eminem του YouTube. Όποιος τα βάλει μαζί σου τον τελειώνεις!,greek
"finally he doesnt goes insane when adding eggs.
edit: im now at 0:55 and my comment didnt age well.",english
honestly can't believe how much his content has improved,english
Ξερω τον καμενο προσωπικα,greek
Γηραιός φαν σου,greek
"this looks delicious!
if only i had some onions",english
"Tried it, it was delicious!",english
"My mother wanted to try making this because we were having guests over later that day, and he wanted to impress them. I showed him this video, and he followed it step by step, word for word. It turned out great, thanks for this tutorial!",english
Pame gia kafe ,greeklish
"I would starve to death if it weren't for Howtobasic, the only person who can perfectly teach you to cook!",english
"Respect Booyah που κάθησες και δούλεψες τόσο πολύ πάνω στον εαυτό σου αντιμετωπίζοντας όλες αυτές τις καταστάσεις, όπου παρ'όλα τα αρνητικά/αμυντικά/επιθετικά συναισθήματα που βγάζουν ενστικτωδώς, κατάφερες να χτίσεις κάτι πολύ πιό πάνω απ'όλα αυτά... Ελάχιστοι τα καταφέρνουν, όχι μόνο γιατί απαιτεί τρελή δουλειά, αλλά κυρίως γιατί πολύ εύκολα μπορείς να παραστρατήσεις. Μπράβο σου ρε παλίκαρε. Συνέχισε έτσι δυνατά",greek
"I never would have thought it was necessary to add extra egg. Thank you so much, this video helped me understand egg fried rice better! ",english
HowToBasic’s cooking skill is way more better then before,english
"νομιζω κλεινω 10 χρονια που σε ακολουθω ...επιτελους κατι ανταξιο στο τι πιστευα για σενα σαν youtuber ! Ειναι απιστευτο το ποσο π@@@ μπορει να ειναι καποιος ειτε στο youtube ειτε στις δουλειες μας , στην ζωη μας κτλ... Πολλα μπραβο αγορινα!",greek
"Ακούσαμε, διαβάσαμε και είδαμε όλοι νέα πράγματα που δεν ξέραμε ή που απλά πιστεύαμε ότι απλά δεν ισχύουν. Δεν θα πω πολλά. Μπουγια, εμείς είμαστε εδώ, δεν έχει να κάνει το πόσο χρόνο, έχει να κάνει το ότι όσο βλέπουμε ποιότητα, η αλλαγές θα είναι πάντα ευχάριστες",greek
That looks delicious!,english
Has anyone counted the eggs that are added in the second last step? I'm trying to use this tutorial but it's too fast and I don't wanna mess up by using the wrong amount.,english
Θα το δούμε πάνω από 60 φορές ως το βίντεο της επόμενης εβδομάδας! ,greek
One of my favorite meals to make! So cool to see HowToBasics awesome version of it!,english
One of the most authentic recipes of All Time,english
0:55 Adespoto palio kamene xaxaxaxaxa,greeklish
"Ένα από τα καλύτερα βίντεο που έχω δεί όλο το 2022. 
Ο μπουγια δεν είναι απλός 1 χρόνο μπροστά είναι αιώνες μπροστά",greek
Tha se paro sto spiti.,greeklish
"Εξαιρετικός όπως πάντα! Απίστευτη η σαπίλα της κοινωνίας μας. Αν δεν αναγνωρίσεις το πρόβλημα, δεν μπορείς να το διορθώσεις, αν διορθώνεται.
ΥΓ: Μην το βάλεις κάτω. Μην τους κάνεις τη χάρη!!",greek
Kalos kalos ,greeklish
"(Sorry if anyone has done it already, but) timecodes:
0:00 : The Introduction
0:33 : The Beginning
0:46 : The Culmination",english
The best version of this Egg fried rice ever made!!,english
I always wanted to know this recipe. I showed my family and they loved it. Thank you Howtobasic,english
"I personally like a bit more egg in mine, but truly do love this recipe!",english
Every time I watch one of these videos I'm on my knees praying that it'll be his first actual cooking video.,english
this channel comforts me by assuring me that my work with eggs is not going to waste,english
Thank you i learned how to make Egg Fried Rice my mom got mad but i think she was just jealous because it was too good although my family died aftering eating it. Probably because it was too good ,english
Wow!! My fried rice turned out the same as yours! Its so good! Thanks for the tutorial ,english
lol pos isoun etsi sto strato :P,greeklish
3:45 ΑΧΑΧΑΧΑΑΧ,greeklish
"Τέτοιο hype για να δω κάτι ούτε στη τελευταία σεζόν aot δεν είχα. Εύστοχος σε όλα , έγινα call out σε πολλά σημεία αλλά έπρεπε... Δίδαξες σήμερα. Jack lope χαίρομαι που δεν σου έχω δώσει ποτέ ούτε ένα view μου, με λίγη βαζελίνη και κρεμουλα νομίζω θα έχει κλείσει η τρύπα σε κανά 2 χρονακια ",greek
Αυτό το βίντεο σκόρπισε τόσο πόνο που μπήκα να αφήσω σχόλιο. Προκάλεσε πολλά συναισθήματα και ήταν όντως το Ελληνικό You Tube 4. Είναι κρίμα που σταματάει εκεί και για τους χαρακτήρες που χάθηκαν γιατί είχαν αγαπηθεί ιδιαίτερα. Περιμένουμε την συνέχεια και σε κανένα Characters Resurrection και να συνεχίζεις να σκορπάς πόνο όπου πρέπει !,greek
malakia,greeklish
I just love how he actually shows us how to make it before he goes crazy,english
Bro either loves cleaning or whoever he hires sure loves his content,english
Me lene Maria ,greeklish
"Δεν ξέρω τι να πω απλά respect. Αλλά για ποιο από όλα; Για την ψυχολογική δύναμη που κατάφερες να αντέξεις όλα αυτά και να μην μιλήσεις. Για το ότι μιλάς με στοιχεία και δεν λες απλά αερολογίες. Για το ότι είσαι 300 χρόνια μπροστά. Η τέλος για την ποιότητα του βίντεο, και ποιότητα με όλες τις έννοιες. Απλά μπράβο συγχαρητήρια και εύχομαι να είσαι πάντα ήρεμος και να έχεις πάντα αυτη τη νοητική και ψυχική καθαρότητα ",greek
"Σε παρακολουθώ χρόνια είσαι τοπ για μένα..Δεν είχα ιδέα για όλα αυτά που ανέφερες, σοκαριστηκα με το τι παίζει στο γιουτιουμπ. Τα είπες τέλεια.!!! Μοναδικός ",greek
Είμαι στην φάση που απλά δεν ξέρω τι να πω. Έβγαλες τόσα πολλά συναισθήματα. Και με έβαλες σε τόσες πολλές σκέψεις. Σκέψεις και αλήθειες που τσούζουν και μένα. Και σε ευχαριστώ για αυτό. Πονάει αλλά είναι για το καλό μου -μας.,greek
"Είμαι από αυτούς που έψαχνα να δω αυτό το βίντεο, πριν βγει για να διασκεδάσω. Δεν ηταν και τόσο διασκεδαστικό αυτό το βίντεο τελικά.
Μπράβο μπουγια.",greek
ωραιο βιντεο αλλα ποτε θα  βγαλεις και ενα μπραφ ρε Mikeius,greek
Can we appreciate how well he works with eggs? Such master craftsmanship,english
Οι καλύτερες 2 ώρες τής ημέρας.,greek
na mhn katalavaineis oti einai metrio? ,greeklish
"Το επικό είναι ότι το επίκαιρο θέμα δεν είναι ο Hayate ως αντικείμενο του βίντεο, αλλά η Υποκρισία. Η υποκρισία των μέσων της τηλεόρασης που δείχνουν τώρα τη σύλληψη του άλλου τυπά ενώ εδώ και ένα χρόνο υπάρχει αυτό το βίντεο με αυτές τις πληροφορίες για το Hayate. Εντωμεταξύ σε κάθε περιστατικό βίας ανηλίκων που συνήθως υπάρχει και βιντεοσκόπηση κάνουν λες και είναι ουρανοκατέβατο, ενώ υπάρχει πίσω από τις οθόνες το κοινό που πληρώνει για να βλέπει τέτοια πράγματα....",greek
"Ένα από τα καλύτερα, αν όχι το καλύτερο, βίντεο στο ελληνικό youtube",greek
Ευχαριστούμε πάρα πολύ  για αυτή  τη σειρά !! Ειλικρινά μπράβο!! (Ενα δάκρυ κύλισε όταν τελείωσε το βίντεο),greek
HowToBasic never disappoints,english
Ο καλύτερος που πέρασε ποτέ από το Ελληνικό YouTube.,greek
Pame gia psistaria stin vroxi. ,greeklish
So good ,english
"Αυτή τη στιγμή βρίσκομαι στη 1μιση ώρα του βίντεο και έχω να πω ένα πράγμα. Συγχαρητήρια για την αφοσίωση και το μεράκι που έχεις για αυτό που κάνεις. Σπάνιο και όμορφο.

Update: Μόλις το τελείωσα. Σου εύχομαι να βρίσκεις πάντα τις ισορροπίες σου όπως φαίνεται να έχεις κάνει τώρα και να περνάς όμορφα κάνοντας πράγματα που γουστάρεις.",greek
"It is a good day when i discover a new recipe , thank you so much HTB for making my knowledge in the kitchen better every upload!",english
Το να εισαι ειλικρινείς και να πατας στη γη ειναι δυναμη γιατι πριν πεις κατι βουτας τι γλωσσα στο μυαλο και μετα μιλας γιατι παντα οτι και να πεις οτι και να κανεις θα τα βρεις μπροστα σου αυτο ειναι και το θεμα με αυτα τα ατομα δεν πατανε γη και εχουν δυναμη,greek
I love this recipe! It is the most tastiest thing I had! I would love to eat this when ever I want! 10/10 ,english
"Συγχαρητήρια Booyah, τέτοια Video είναι που θα αλλάξουν το Ελληνικό YouTube είτε το λες, είτε όχι, τέτοια Video είναι που θα προσπαθήσουν να καθαρίσουν την τοξική κοινότητα του YouTube αρκεί και εμείς να κάνουμε τα κατάλληλα Follow και unfollow. Σε ευχαριστώ που με βοήθησες να κάνω μερικά unfollow!",greek
"χαχαχα ωραιο αλλα δεν εβαλες προεκλογικα σποτ λαφαζανη,και κυριως ΖΩΗΣ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ?",greek
"Mmm, I love eating thousands of eggs with a sprinkle of rice! Thanks for this tutorial, man!",english
Thanks this recipe will help out my family,english
"Νομίζω ότι πεθαίνει ένα κομμάτι του εαυτού μου με αυτή τη σειρά. Είδα το ελληνικό γιουτιουμπ 3 τη χρόνια που έδινα πανελλήνιες. 
Βλέπω αυτό το επεισόδιο έχοντας τελειώσει σχολείο, διεκ, στρατο και πριν λίγες ώρες την πρώτη μου ολοκληρωμένη σεζον. Booyah σε ευχαριστώ για το χάιπ, τη ποιότητα, την αναγνώριση της υπομονής και τα σουβλάκια με γιαούρτι (λμαο).  Σαγαπαμε βαψομαλλιά",greek
"Δε ξέρω τι εννοείς στο τέλος με το ότι θα ''αλλάξεις'' και ""θα κάνεις βίντεο για μας"" ΠΛΙΖ ΜΗΝ ΑΛΛΑΞΕΙΣ ΣΥΝΕΧΙΣΕ ΝΑ ΚΑΝΕΙΣ ΑΥΤΟ ΠΟΥ ΣΕ ΕΥΧΑΡΙΣΤΕΙ!! Αυτό keep doin' what you doin'!! ",greek
Ένα ακόμα κόκκινο ποτηράκι στην αχανής μαυρίλα του YouTube. Σε ευχαριστούμε,greek
To fagito etan poli nostimo ,greeklish
Thank you! My 3 kids loved this meal!,english
thelume kenurio ,greeklish
"Nice video, lot of thanks ",english
I’ll be sure to try this with my family!,english
What a Delicious Fried Rice ,english
"Ελπίζω να μπήκε τάσεις, να είσαι καλά Αλέξανδρε!",greek
δεν υπάρχουν λόγια για να περιγράψω τα συναισθήματα. απλά respect.,greek
Looks delicious! Would absolutely recommend!,english
"Και τρίωρο βίντεο να ανεβάσεις, θα μένω για το σήκωμα των τριχών στο τέλος. Δεν ξέρω ποιος booyah θες να είσαι, ο old, ο new ή σκέτο booyah, αλλά μείνε αυτός που θες να είσαι εσύ. Γιατί όταν το κάνεις, το κάνεις πολύ καλά.",greek
δεν ξέρω τι να πω.... τα συναισθήματα μου είναι ανάμικτα δεν ξέρω πως νιώθω μέσα είναι λες και άλλαξε κάτι αλλα δεν ξέρω τι ειδικά τώρα στο τέλος του video. αρχικά θέλω να πω μπράβο σου που το κατάφερες αυτό με τον εαυτό σου και τέλος θέλω να πω ευχαριστώ γι αυτό το υπέροχο video,greek
Amazing recipe! I was stuck on what to make for dinner then this recipe pops up in my notifications! My family loved it so much they ran out the house to tell all our neighbours!,english
Μπούγια.. Ευχαριστώ. Ας κοιτάξουμε ολοι λίγο παραπάνω και βαθύτερα στον καθρέφτη μας. Ας ειναι αυτό το μήνυμα. Αυτο. ,greek
I like how this is the only person that you can’t get mad at for wasting food.,english
It actually amazes me how long this guy has been doing it keep it up we love it ,english
Κάθε μα κάθε βίντεο μου καίει το μυαλό και τα βλέπω ξανά και ξανά αλλα όταν βγάζεις  βίντεο και μιλάς για τα προηγούμενα τα  προηγούμενα έχουν και διαφορετικό νόημα μπράβο σου πραγματικά το ένα βίντεο θα μιλάει και για τα επόμενα 10 απίστευτο.                                                      (Λες να πρέπει να αρχίσω να παίζω πόκερ για να τα καταλάβω τα επόμενα 10 βίντεο),greek
"Oh man,the egg abuse never gets old",english
"Thanks for the recipe, it was very helpful! It took me a few months to collect that many eggs though",english
This helps a lot thanks!,english
mikeius kane kati gia ton mlka DRAGOMAN ,greeklish
Can we just take a moment to appreciate how much money he spends on food to entertain us,english
Ο Τζακ υπερασπίστηκε τόσους πολλούς που τα τελευταία χρόνια δεν του έχει μείνει καθόλου αξιοπιστία!!!,greek
So this is why eggs are going up in price,english
